task,dataset,samples,batches,loss,metric,gap_metric_minus_target,raw_metric,raw_gap_metric_minus_target,normalized_metric,normalized_metric_unit,normalized_gap_metric_minus_target,paper_metric,paper_target,seconds
gender,UTKFaceDataset (gender)[subset:2],2,1,4.172324707951702e-08,1.0,,1.0,,100.0,percent,,,,0.29351305961608887
gender,FairFaceDataset (gender)[subset:2],2,1,8.83198226802051e-05,1.0,,1.0,,100.0,percent,,,,0.03299880027770996
