task,dataset,samples,batches,loss,metric,gap_metric_minus_target,raw_metric,raw_gap_metric_minus_target,normalized_metric,normalized_metric_unit,normalized_gap_metric_minus_target,paper_metric,paper_target,seconds
age,UTKFaceDataset (age)[all:3556],3556,56,0.33166862717475204,1.1714486613852906,,1.1714486613852906,,1.1714486613852906,years,-2.9985513386147096,MAE,4.17,20.961848258972168
age,FairFaceDataset (age)[all:21908],21908,343,0.9075530975101292,6.299047347161594,,6.299047347161594,,6.299047347161594,years,,,,133.56177639961243
gender,UTKFaceDataset (gender)[all:3556],3556,56,0.03689734909528702,0.9918447694038245,,0.9918447694038245,,99.18447694038245,percent,,,,20.791582822799683
gender,FairFaceDataset (gender)[all:21908],21908,343,0.1741499795792923,0.9311210516706226,,0.9311210516706226,,93.11210516706227,percent,,,,133.58205938339233
race,UTKFaceDataset (race)[all:3556],3556,56,0.11424333340885186,0.9803149606299213,,0.9803149606299213,,98.03149606299213,percent,,,,20.80016851425171
race,FairFaceDataset (race)[all:21908],21908,343,3.9552579450885337,0.13451707138944677,,0.13451707138944677,,13.451707138944677,percent,,,,131.13370394706726
