task,dataset,samples,batches,loss,metric,gap_metric_minus_target,raw_metric,raw_gap_metric_minus_target,normalized_metric,normalized_metric_unit,normalized_gap_metric_minus_target,paper_metric,paper_target,seconds
attribute,CelebADataset[subset:2],2,2,0.23815829306840897,0.9000000059604645,,0.9000000059604645,,90.00000059604645,percent,-1.8299994039535505,Accuracy,91.83,0.3045053482055664
attribute,LFWADataset[subset:2],2,2,1.7819823026657104,0.6250000298023224,,0.6250000298023224,,62.50000298023224,percent,,,,0.05187058448791504
